Activity_ID,Application_ID,Product_Type,Channel,Stage,Activity_Type,Activity_Timestamp,Performed_By,Status_After_Activity,Activity_Notes,Dedupe_Flag,Dedupe_Match_Type,Existing_Record_Flag,Risk_Grade,Fraud_Flag,Exception_Flag,Bureau_Score,Employment_Verified,Income_Verified,Address_Verified,KYC_Status,UW_Decision,Escalation_Required,Underwriting_Notes,Documents_Collected_Flag,Missing_Documents_Count,PDOC_Status,PDOC_Clearance_Date,PDOC_Notes,Final_Approved_Limit,Disbursement_Date,Activation_Status,Welcome_Kit_Sent,DI_Notes,Stage_Start_Timestamp,Stage_End_Timestamp,Stage_Duration_Minutes,Total_Processing_Days,SLA_Met,Last_Modified_By,Last_Modified_Timestamp,Escalation_Notes,QA_Check_Flag
191,APP016,Loan,TeleSales,DI,Activated,2025-09-07 08:21,Third Party,Pending,Activated done for DI,No,None,Yes,Medium,NA,Yes,647,NA,Yes,NA,Cleared,Hold,No,Notes for DI,No,0,Pending,2025-09-07 09:21,PDOC note for APP016,4047,2025-09-07 10:21,Active,No,DI note for APP016,2025-09-07 04:28,2025-09-07 08:21,233,8,No,System,2025-09-07 08:21,Escalation note for APP016,Yes
192,APP016,Loan,TeleSales,DI,Welcome Kit Sent,2025-09-07 09:01,System,Complete,Welcome Kit Sent done for DI,Yes,Partial,NA,High,NA,No,535,Yes,No,Yes,Rejected,Approve,NA,Notes for DI,Yes,2,Approved,2025-09-07 10:01,PDOC note for APP016,9747,2025-09-07 11:01,Inactive,NA,DI note for APP016,2025-09-07 08:41,2025-09-07 09:01,20,4,Yes,System,2025-09-07 09:01,Escalation note for APP016,No
193,APP017,Loan,Branch,Sourcing,Submitted,2025-09-01 03:56,System,Rejected,Submitted done for Sourcing,No,Exact,No,Low,Yes,NA,694,No,NA,No,Rejected,Decline,No,Notes for Sourcing,No,2,Rejected,2025-09-01 04:56,PDOC note for APP017,8589,2025-09-01 05:56,Inactive,NA,DI note for APP017,2025-09-01 01:00,2025-09-01 03:56,176,3,No,Team A,2025-09-01 03:56,Escalation note for APP017,No
194,APP017,Loan,Branch,Sourcing,Reviewed,2025-09-01 06:06,Third Party,On Hold,Reviewed done for Sourcing,NA,Exact,Yes,Low,Yes,Yes,859,NA,Yes,NA,Rejected,Approve,No,Notes for Sourcing,NA,3,Rejected,2025-09-01 07:06,PDOC note for APP017,9890,2025-09-01 08:06,Inactive,Yes,DI note for APP017,2025-09-01 04:20,2025-09-01 06:06,106,7,No,Team A,2025-09-01 06:06,Escalation note for APP017,No
195,APP017,Loan,Branch,Dedupe,Checked,2025-09-01 10:43,System,Approved,Checked done for Dedupe,No,Exact,Yes,High,Yes,No,845,NA,No,Yes,Pending,Decline,No,Notes for Dedupe,NA,3,On Hold,2025-09-01 11:43,PDOC note for APP017,2785,2025-09-01 12:43,Inactive,No,DI note for APP017,2025-09-01 06:58,2025-09-01 10:43,225,4,No,System,2025-09-01 10:43,Escalation note for APP017,No
196,APP017,Loan,Branch,Dedupe,Flagged,2025-09-01 14:25,System,Approved,Flagged done for Dedupe,Yes,None,Yes,Low,No,No,529,NA,No,No,Pending,Decline,No,Notes for Dedupe,No,2,Approved,2025-09-01 15:25,PDOC note for APP017,6402,2025-09-01 16:25,Inactive,No,DI note for APP017,2025-09-01 10:49,2025-09-01 14:25,216,2,No,Team B,2025-09-01 14:25,Escalation note for APP017,Yes
197,APP017,Loan,Branch,Underwriting,Verified Documents,2025-09-01 17:12,Auto,On Hold,Verified Documents done for Underwriting,No,None,Yes,Medium,NA,Yes,825,Yes,No,NA,Pending,Hold,NA,Notes for Underwriting,No,0,Pending,2025-09-01 18:12,PDOC note for APP017,5240,2025-09-01 19:12,Active,No,DI note for APP017,2025-09-01 15:04,2025-09-01 17:12,128,5,Yes,Team A,2025-09-01 17:12,Escalation note for APP017,Yes
198,APP017,Loan,Branch,Underwriting,Decision,2025-09-01 20:57,System,Escalated,Decision done for Underwriting,No,None,Yes,Low,NA,No,367,No,No,Yes,Cleared,Hold,Yes,Notes for Underwriting,Yes,3,On Hold,2025-09-01 21:57,PDOC note for APP017,4077,2025-09-01 22:57,Inactive,NA,DI note for APP017,2025-09-01 17:50,2025-09-01 20:57,187,3,Yes,Team B,2025-09-01 20:57,Escalation note for APP017,No
199,APP017,Loan,Branch,Underwriting,Escalated,2025-09-02 00:00,Team A,Escalated,Escalated done for Underwriting,NA,Exact,NA,Medium,NA,No,465,Yes,No,No,Cleared,Approve,Yes,Notes for Underwriting,No,3,Rejected,2025-09-02 01:00,PDOC note for APP017,8871,2025-09-02 02:00,Active,NA,DI note for APP017,2025-09-01 21:39,2025-09-02 00:00,141,4,No,Team B,2025-09-02 00:00,Escalation note for APP017,Yes
200,APP017,Loan,Branch,PDOC,Documents Collected,2025-09-02 03:30,Third Party,Complete,Documents Collected done for PDOC,No,Partial,No,Medium,No,NA,526,No,No,Yes,Rejected,Hold,No,Notes for PDOC,No,3,Approved,2025-09-02 04:30,PDOC note for APP017,6600,2025-09-02 05:30,Active,No,DI note for APP017,2025-09-02 00:33,2025-09-02 03:30,177,2,No,Team B,2025-09-02 03:30,Escalation note for APP017,Yes
201,APP017,Loan,Branch,PDOC,PDOC Reviewed,2025-09-02 07:36,Third Party,Escalated,PDOC Reviewed done for PDOC,NA,Exact,NA,Medium,NA,Yes,665,NA,NA,Yes,Rejected,Decline,Yes,Notes for PDOC,No,2,Rejected,2025-09-02 08:36,PDOC note for APP017,5658,2025-09-02 09:36,Active,No,DI note for APP017,2025-09-02 04:04,2025-09-02 07:36,212,6,No,System,2025-09-02 07:36,Escalation note for APP017,Yes
202,APP017,Loan,Branch,DI,Disbursed,2025-09-02 08:40,Team A,Pending,Disbursed done for DI,Yes,None,Yes,High,No,No,457,No,Yes,No,Cleared,Hold,No,Notes for DI,Yes,1,On Hold,2025-09-02 09:40,PDOC note for APP017,5487,2025-09-02 10:40,Active,NA,DI note for APP017,2025-09-02 08:28,2025-09-02 08:40,12,8,No,Team A,2025-09-02 08:40,Escalation note for APP017,Yes
203,APP017,Loan,Branch,DI,Activated,2025-09-02 12:44,System,Complete,Activated done for DI,No,Exact,NA,Low,NA,No,620,Yes,NA,No,Cleared,Approve,No,Notes for DI,Yes,1,Escalated,2025-09-02 13:44,PDOC note for APP017,5352,2025-09-02 14:44,Inactive,Yes,DI note for APP017,2025-09-02 09:26,2025-09-02 12:44,198,3,Yes,Team B,2025-09-02 12:44,Escalation note for APP017,Yes
204,APP017,Loan,Branch,DI,Welcome Kit Sent,2025-09-02 15:17,Auto,Rejected,Welcome Kit Sent done for DI,Yes,Partial,No,Low,NA,No,669,Yes,NA,No,Cleared,Decline,No,Notes for DI,NA,3,On Hold,2025-09-02 16:17,PDOC note for APP017,8583,2025-09-02 17:17,Inactive,No,DI note for APP017,2025-09-02 13:05,2025-09-02 15:17,132,1,No,Team A,2025-09-02 15:17,Escalation note for APP017,No
205,APP018,Other,Online,Sourcing,Submitted,2025-09-08 10:51,Team B,Approved,Submitted done for Sourcing,NA,Exact,Yes,Low,Yes,Yes,691,NA,No,NA,Cleared,Decline,Yes,Notes for Sourcing,No,2,Escalated,2025-09-08 11:51,PDOC note for APP018,8545,2025-09-08 12:51,Inactive,Yes,DI note for APP018,2025-09-08 07:00,2025-09-08 10:51,231,1,Yes,System,2025-09-08 10:51,Escalation note for APP018,No
206,APP018,Other,Online,Sourcing,Reviewed,2025-09-08 11:38,Auto,Pending,Reviewed done for Sourcing,Yes,None,NA,High,No,Yes,825,No,NA,No,Cleared,Hold,Yes,Notes for Sourcing,NA,0,Rejected,2025-09-08 12:38,PDOC note for APP018,7066,2025-09-08 13:38,Active,NA,DI note for APP018,2025-09-08 11:00,2025-09-08 11:38,38,6,Yes,Team A,2025-09-08 11:38,Escalation note for APP018,No
207,APP018,Other,Online,Dedupe,Checked,2025-09-08 14:19,System,Escalated,Checked done for Dedupe,Yes,Partial,No,High,NA,No,533,NA,No,No,Cleared,Decline,NA,Notes for Dedupe,No,1,Approved,2025-09-08 15:19,PDOC note for APP018,6236,2025-09-08 16:19,Active,Yes,DI note for APP018,2025-09-08 12:00,2025-09-08 14:19,139,5,Yes,Team B,2025-09-08 14:19,Escalation note for APP018,No
208,APP018,Other,Online,Dedupe,Flagged,2025-09-08 18:47,Team A,Pending,Flagged done for Dedupe,NA,Partial,No,Low,NA,Yes,403,Yes,NA,No,Cleared,Approve,NA,Notes for Dedupe,Yes,1,On Hold,2025-09-08 19:47,PDOC note for APP018,3081,2025-09-08 20:47,Active,NA,DI note for APP018,2025-09-08 14:51,2025-09-08 18:47,236,7,Yes,Team A,2025-09-08 18:47,Escalation note for APP018,No
209,APP018,Other,Online,Underwriting,Verified Documents,2025-09-08 19:58,Team B,Rejected,Verified Documents done for Underwriting,NA,Exact,No,Medium,No,NA,577,No,NA,Yes,Cleared,Hold,Yes,Notes for Underwriting,No,2,Rejected,2025-09-08 20:58,PDOC note for APP018,5928,2025-09-08 21:58,Inactive,No,DI note for APP018,2025-09-08 19:05,2025-09-08 19:58,53,2,No,Team A,2025-09-08 19:58,Escalation note for APP018,Yes
210,APP018,Other,Online,Underwriting,Decision,2025-09-09 00:27,Team A,Complete,Decision done for Underwriting,NA,Partial,No,High,Yes,No,789,NA,Yes,NA,Cleared,Approve,No,Notes for Underwriting,Yes,0,Escalated,2025-09-09 01:27,PDOC note for APP018,2538,2025-09-09 02:27,Inactive,No,DI note for APP018,2025-09-08 20:39,2025-09-09 00:27,228,4,No,Team A,2025-09-09 00:27,Escalation note for APP018,No
211,APP018,Other,Online,Underwriting,Escalated,2025-09-09 01:29,Third Party,Rejected,Escalated done for Underwriting,NA,Exact,Yes,Low,No,NA,411,NA,No,No,Rejected,Hold,Yes,Notes for Underwriting,NA,0,Complete,2025-09-09 02:29,PDOC note for APP018,2847,2025-09-09 03:29,Inactive,No,DI note for APP018,2025-09-09 01:04,2025-09-09 01:29,25,7,No,Team B,2025-09-09 01:29,Escalation note for APP018,No
212,APP018,Other,Online,PDOC,Documents Collected,2025-09-09 04:31,Team B,On Hold,Documents Collected done for PDOC,No,None,No,Medium,Yes,NA,826,No,Yes,Yes,Cleared,Decline,No,Notes for PDOC,Yes,0,Approved,2025-09-09 05:31,PDOC note for APP018,7250,2025-09-09 06:31,Active,NA,DI note for APP018,2025-09-09 02:11,2025-09-09 04:31,140,1,Yes,Team A,2025-09-09 04:31,Escalation note for APP018,No
213,APP018,Other,Online,PDOC,PDOC Reviewed,2025-09-09 07:12,Auto,Complete,PDOC Reviewed done for PDOC,NA,Partial,Yes,Medium,No,No,881,Yes,No,Yes,Rejected,Hold,NA,Notes for PDOC,NA,0,On Hold,2025-09-09 08:12,PDOC note for APP018,9725,2025-09-09 09:12,Active,NA,DI note for APP018,2025-09-09 05:18,2025-09-09 07:12,114,2,Yes,Team B,2025-09-09 07:12,Escalation note for APP018,No
214,APP018,Other,Online,DI,Disbursed,2025-09-09 08:44,Third Party,On Hold,Disbursed done for DI,Yes,None,Yes,Low,No,No,645,No,No,Yes,Cleared,Hold,No,Notes for DI,NA,0,Pending,2025-09-09 09:44,PDOC note for APP018,7417,2025-09-09 10:44,Active,No,DI note for APP018,2025-09-09 07:49,2025-09-09 08:44,55,4,No,Team B,2025-09-09 08:44,Escalation note for APP018,No
215,APP018,Other,Online,DI,Activated,2025-09-09 12:02,Auto,Pending,Activated done for DI,Yes,None,Yes,High,Yes,No,332,NA,NA,Yes,Pending,Hold,NA,Notes for DI,No,0,Pending,2025-09-09 13:02,PDOC note for APP018,7389,2025-09-09 14:02,Inactive,NA,DI note for APP018,2025-09-09 09:28,2025-09-09 12:02,154,3,Yes,Team B,2025-09-09 12:02,Escalation note for APP018,Yes
216,APP018,Other,Online,DI,Welcome Kit Sent,2025-09-09 13:21,Auto,Pending,Welcome Kit Sent done for DI,NA,Exact,No,High,Yes,Yes,421,NA,Yes,Yes,Cleared,Hold,NA,Notes for DI,Yes,0,Complete,2025-09-09 14:21,PDOC note for APP018,3886,2025-09-09 15:21,Inactive,Yes,DI note for APP018,2025-09-09 12:30,2025-09-09 13:21,51,1,Yes,System,2025-09-09 13:21,Escalation note for APP018,Yes
217,APP019,Credit Card,TeleSales,Sourcing,Submitted,2025-09-04 09:15,Third Party,Escalated,Submitted done for Sourcing,NA,Partial,NA,Medium,NA,No,304,No,No,No,Cleared,Approve,NA,Notes for Sourcing,No,2,Escalated,2025-09-04 10:15,PDOC note for APP019,7226,2025-09-04 11:15,Inactive,NA,DI note for APP019,2025-09-04 08:00,2025-09-04 09:15,75,9,Yes,Team A,2025-09-04 09:15,Escalation note for APP019,No
218,APP019,Credit Card,TeleSales,Sourcing,Reviewed,2025-09-04 11:57,Third Party,Pending,Reviewed done for Sourcing,NA,Exact,Yes,Medium,No,NA,895,No,NA,NA,Cleared,Hold,NA,Notes for Sourcing,No,2,On Hold,2025-09-04 12:57,PDOC note for APP019,5376,2025-09-04 13:57,Active,No,DI note for APP019,2025-09-04 09:34,2025-09-04 11:57,143,2,No,System,2025-09-04 11:57,Escalation note for APP019,No
219,APP019,Credit Card,TeleSales,Dedupe,Checked,2025-09-04 13:02,Team A,Escalated,Checked done for Dedupe,No,Exact,No,Medium,Yes,NA,789,NA,No,NA,Rejected,Hold,No,Notes for Dedupe,No,0,Rejected,2025-09-04 14:02,PDOC note for APP019,2728,2025-09-04 15:02,Inactive,No,DI note for APP019,2025-09-04 12:14,2025-09-04 13:02,48,1,No,System,2025-09-04 13:02,Escalation note for APP019,Yes
220,APP019,Credit Card,TeleSales,Dedupe,Flagged,2025-09-04 16:21,Auto,On Hold,Flagged done for Dedupe,No,Partial,Yes,High,Yes,NA,429,No,No,No,Cleared,Decline,NA,Notes for Dedupe,Yes,0,Pending,2025-09-04 17:21,PDOC note for APP019,9467,2025-09-04 18:21,Active,NA,DI note for APP019,2025-09-04 13:07,2025-09-04 16:21,194,7,No,Team B,2025-09-04 16:21,Escalation note for APP019,Yes
221,APP019,Credit Card,TeleSales,Underwriting,Verified Documents,2025-09-04 18:17,Auto,Escalated,Verified Documents done for Underwriting,NA,Exact,Yes,High,Yes,No,350,NA,NA,Yes,Cleared,Approve,No,Notes for Underwriting,Yes,0,Rejected,2025-09-04 19:17,PDOC note for APP019,4599,2025-09-04 20:17,Inactive,No,DI note for APP019,2025-09-04 17:17,2025-09-04 18:17,60,9,Yes,System,2025-09-04 18:17,Escalation note for APP019,Yes
222,APP019,Credit Card,TeleSales,Underwriting,Decision,2025-09-04 22:13,Auto,Approved,Decision done for Underwriting,No,Exact,NA,Medium,No,No,479,No,No,No,Cleared,Approve,No,Notes for Underwriting,Yes,1,Approved,2025-09-04 23:13,PDOC note for APP019,1827,2025-09-05 00:13,Active,No,DI note for APP019,2025-09-04 19:13,2025-09-04 22:13,180,4,Yes,Team B,2025-09-04 22:13,Escalation note for APP019,Yes
223,APP019,Credit Card,TeleSales,Underwriting,Escalated,2025-09-04 23:01,Team A,Escalated,Escalated done for Underwriting,Yes,Partial,Yes,Medium,No,Yes,307,NA,Yes,NA,Pending,Decline,No,Notes for Underwriting,No,2,Approved,2025-09-05 00:01,PDOC note for APP019,2679,2025-09-05 01:01,Active,Yes,DI note for APP019,2025-09-04 22:48,2025-09-04 23:01,13,4,No,Team B,2025-09-04 23:01,Escalation note for APP019,Yes
224,APP019,Credit Card,TeleSales,PDOC,Documents Collected,2025-09-05 00:19,Auto,Approved,Documents Collected done for PDOC,NA,Partial,Yes,High,Yes,Yes,486,NA,Yes,Yes,Rejected,Hold,No,Notes for PDOC,NA,3,Approved,2025-09-05 01:19,PDOC note for APP019,4906,2025-09-05 02:19,Inactive,NA,DI note for APP019,2025-09-04 23:28,2025-09-05 00:19,51,10,No,Team B,2025-09-05 00:19,Escalation note for APP019,No
225,APP019,Credit Card,TeleSales,PDOC,PDOC Reviewed,2025-09-05 03:56,Team A,Pending,PDOC Reviewed done for PDOC,No,Partial,NA,Low,NA,NA,533,NA,No,Yes,Rejected,Decline,Yes,Notes for PDOC,No,2,Approved,2025-09-05 04:56,PDOC note for APP019,6394,2025-09-05 05:56,Active,NA,DI note for APP019,2025-09-05 01:19,2025-09-05 03:56,157,10,Yes,Team B,2025-09-05 03:56,Escalation note for APP019,Yes
226,APP019,Credit Card,TeleSales,DI,Disbursed,2025-09-05 06:42,Team A,Approved,Disbursed done for DI,Yes,Partial,Yes,Medium,No,NA,328,Yes,Yes,Yes,Pending,Decline,NA,Notes for DI,Yes,2,Approved,2025-09-05 07:42,PDOC note for APP019,5765,2025-09-05 08:42,Inactive,NA,DI note for APP019,2025-09-05 04:24,2025-09-05 06:42,138,1,Yes,Team A,2025-09-05 06:42,Escalation note for APP019,Yes
227,APP019,Credit Card,TeleSales,DI,Activated,2025-09-05 09:12,Third Party,Approved,Activated done for DI,Yes,Exact,No,Medium,NA,Yes,471,Yes,No,Yes,Rejected,Hold,No,Notes for DI,No,2,On Hold,2025-09-05 10:12,PDOC note for APP019,6732,2025-09-05 11:12,Active,Yes,DI note for APP019,2025-09-05 06:48,2025-09-05 09:12,144,2,No,Team B,2025-09-05 09:12,Escalation note for APP019,Yes
228,APP019,Credit Card,TeleSales,DI,Welcome Kit Sent,2025-09-05 12:47,Auto,Rejected,Welcome Kit Sent done for DI,NA,Exact,Yes,High,No,NA,413,No,Yes,No,Rejected,Hold,NA,Notes for DI,No,1,Rejected,2025-09-05 13:47,PDOC note for APP019,9763,2025-09-05 14:47,Active,NA,DI note for APP019,2025-09-05 09:38,2025-09-05 12:47,189,8,Yes,System,2025-09-05 12:47,Escalation note for APP019,No
229,APP020,Loan,Branch,Sourcing,Submitted,2025-09-03 10:36,Team A,Pending,Submitted done for Sourcing,NA,Exact,Yes,Low,NA,Yes,506,NA,NA,Yes,Rejected,Hold,NA,Notes for Sourcing,NA,1,Rejected,2025-09-03 11:36,PDOC note for APP020,9244,2025-09-03 12:36,Active,No,DI note for APP020,2025-09-03 08:00,2025-09-03 10:36,156,3,No,Team B,2025-09-03 10:36,Escalation note for APP020,Yes
230,APP020,Loan,Branch,Sourcing,Reviewed,2025-09-03 14:03,System,Approved,Reviewed done for Sourcing,Yes,Partial,Yes,Medium,No,No,681,NA,NA,Yes,Rejected,Hold,Yes,Notes for Sourcing,Yes,0,Approved,2025-09-03 15:03,PDOC note for APP020,3300,2025-09-03 16:03,Active,Yes,DI note for APP020,2025-09-03 11:16,2025-09-03 14:03,167,2,No,Team B,2025-09-03 14:03,Escalation note for APP020,Yes
231,APP020,Loan,Branch,Dedupe,Checked,2025-09-03 17:50,Auto,Approved,Checked done for Dedupe,Yes,None,Yes,Medium,NA,No,485,No,No,No,Rejected,Decline,NA,Notes for Dedupe,No,0,Complete,2025-09-03 18:50,PDOC note for APP020,9029,2025-09-03 19:50,Active,NA,DI note for APP020,2025-09-03 14:10,2025-09-03 17:50,220,7,Yes,Team A,2025-09-03 17:50,Escalation note for APP020,Yes
232,APP020,Loan,Branch,Dedupe,Flagged,2025-09-03 20:15,System,Escalated,Flagged done for Dedupe,No,None,No,Medium,Yes,Yes,714,NA,No,No,Pending,Hold,Yes,Notes for Dedupe,NA,1,Complete,2025-09-03 21:15,PDOC note for APP020,9975,2025-09-03 22:15,Inactive,NA,DI note for APP020,2025-09-03 18:11,2025-09-03 20:15,124,3,No,Team B,2025-09-03 20:15,Escalation note for APP020,No
233,APP020,Loan,Branch,Underwriting,Verified Documents,2025-09-03 23:47,Auto,Rejected,Verified Documents done for Underwriting,Yes,Partial,NA,High,Yes,NA,881,No,NA,No,Pending,Hold,NA,Notes for Underwriting,NA,2,Escalated,2025-09-04 00:47,PDOC note for APP020,3318,2025-09-04 01:47,Inactive,No,DI note for APP020,2025-09-03 20:24,2025-09-03 23:47,203,10,Yes,System,2025-09-03 23:47,Escalation note for APP020,Yes
234,APP020,Loan,Branch,Underwriting,Decision,2025-09-04 00:42,Auto,Complete,Decision done for Underwriting,No,Exact,NA,Low,NA,NA,793,No,Yes,Yes,Pending,Approve,NA,Notes for Underwriting,NA,0,On Hold,2025-09-04 01:42,PDOC note for APP020,2771,2025-09-04 02:42,Active,Yes,DI note for APP020,2025-09-04 00:06,2025-09-04 00:42,36,5,No,System,2025-09-04 00:42,Escalation note for APP020,No
235,APP020,Loan,Branch,Underwriting,Escalated,2025-09-04 03:10,Third Party,On Hold,Escalated done for Underwriting,Yes,Partial,No,High,NA,NA,547,NA,No,NA,Pending,Hold,Yes,Notes for Underwriting,No,1,Rejected,2025-09-04 04:10,PDOC note for APP020,1300,2025-09-04 05:10,Active,No,DI note for APP020,2025-09-04 01:42,2025-09-04 03:10,88,10,Yes,Team A,2025-09-04 03:10,Escalation note for APP020,Yes
236,APP020,Loan,Branch,PDOC,Documents Collected,2025-09-04 03:52,System,Escalated,Documents Collected done for PDOC,Yes,Exact,No,High,Yes,No,603,NA,Yes,Yes,Rejected,Decline,No,Notes for PDOC,NA,3,Approved,2025-09-04 04:52,PDOC note for APP020,9731,2025-09-04 05:52,Active,NA,DI note for APP020,2025-09-04 03:38,2025-09-04 03:52,14,4,No,System,2025-09-04 03:52,Escalation note for APP020,Yes
237,APP020,Loan,Branch,PDOC,PDOC Reviewed,2025-09-04 08:19,Third Party,Rejected,PDOC Reviewed done for PDOC,No,Exact,No,Low,Yes,NA,425,Yes,Yes,Yes,Cleared,Hold,Yes,Notes for PDOC,Yes,3,On Hold,2025-09-04 09:19,PDOC note for APP020,3378,2025-09-04 10:19,Active,Yes,DI note for APP020,2025-09-04 04:45,2025-09-04 08:19,214,4,No,System,2025-09-04 08:19,Escalation note for APP020,No
238,APP020,Loan,Branch,DI,Disbursed,2025-09-04 10:30,Third Party,Approved,Disbursed done for DI,Yes,Exact,Yes,High,No,NA,697,Yes,No,NA,Pending,Hold,No,Notes for DI,No,0,Escalated,2025-09-04 11:30,PDOC note for APP020,4798,2025-09-04 12:30,Inactive,Yes,DI note for APP020,2025-09-04 09:11,2025-09-04 10:30,79,5,Yes,Team A,2025-09-04 10:30,Escalation note for APP020,No
239,APP020,Loan,Branch,DI,Activated,2025-09-04 15:00,Auto,Escalated,Activated done for DI,No,Partial,No,Low,No,NA,798,No,NA,No,Rejected,Approve,NA,Notes for DI,Yes,3,Escalated,2025-09-04 16:00,PDOC note for APP020,4693,2025-09-04 17:00,Inactive,No,DI note for APP020,2025-09-04 11:10,2025-09-04 15:00,230,1,Yes,Team B,2025-09-04 15:00,Escalation note for APP020,Yes
240,APP020,Loan,Branch,DI,Welcome Kit Sent,2025-09-04 18:35,Team B,Escalated,Welcome Kit Sent done for DI,NA,Partial,NA,Medium,Yes,NA,377,Yes,Yes,No,Pending,Decline,NA,Notes for DI,NA,3,On Hold,2025-09-04 19:35,PDOC note for APP020,6310,2025-09-04 20:35,Active,No,DI note for APP020,2025-09-04 15:33,2025-09-04 18:35,182,8,No,Team B,2025-09-04 18:35,Escalation note for APP020,Yes
241,APP021,Loan,Partner,Sourcing,Submitted,2025-09-06 00:47,Auto,Rejected,Submitted done for Sourcing,NA,Partial,NA,Low,Yes,No,474,Yes,No,Yes,Pending,Approve,Yes,Notes for Sourcing,NA,0,Pending,2025-09-06 01:47,PDOC note for APP021,8584,2025-09-06 02:47,Inactive,Yes,DI note for APP021,2025-09-06 00:00,2025-09-06 00:47,47,5,No,Team B,2025-09-06 00:47,Escalation note for APP021,Yes
242,APP021,Loan,Partner,Sourcing,Reviewed,2025-09-06 04:28,Third Party,Escalated,Reviewed done for Sourcing,No,Partial,Yes,High,Yes,Yes,685,NA,Yes,Yes,Cleared,Decline,Yes,Notes for Sourcing,NA,0,Escalated,2025-09-06 05:28,PDOC note for APP021,9944,2025-09-06 06:28,Active,NA,DI note for APP021,2025-09-06 01:37,2025-09-06 04:28,171,3,Yes,System,2025-09-06 04:28,Escalation note for APP021,Yes
243,APP021,Loan,Partner,Dedupe,Checked,2025-09-06 06:04,System,Complete,Checked done for Dedupe,NA,Exact,No,Low,Yes,NA,675,No,NA,No,Cleared,Hold,NA,Notes for Dedupe,NA,1,Escalated,2025-09-06 07:04,PDOC note for APP021,3260,2025-09-06 08:04,Active,Yes,DI note for APP021,2025-09-06 04:47,2025-09-06 06:04,77,9,No,Team A,2025-09-06 06:04,Escalation note for APP021,No
244,APP021,Loan,Partner,Dedupe,Flagged,2025-09-06 09:24,System,Complete,Flagged done for Dedupe,Yes,Exact,No,High,NA,No,449,No,Yes,No,Pending,Approve,Yes,Notes for Dedupe,Yes,3,Escalated,2025-09-06 10:24,PDOC note for APP021,5572,2025-09-06 11:24,Active,NA,DI note for APP021,2025-09-06 06:51,2025-09-06 09:24,153,2,No,Team B,2025-09-06 09:24,Escalation note for APP021,No
245,APP021,Loan,Partner,Underwriting,Verified Documents,2025-09-06 13:16,Team B,Complete,Verified Documents done for Underwriting,No,None,NA,High,NA,NA,855,No,Yes,No,Rejected,Decline,No,Notes for Underwriting,No,2,Approved,2025-09-06 14:16,PDOC note for APP021,9926,2025-09-06 15:16,Inactive,NA,DI note for APP021,2025-09-06 10:12,2025-09-06 13:16,184,7,No,Team A,2025-09-06 13:16,Escalation note for APP021,Yes
246,APP021,Loan,Partner,Underwriting,Decision,2025-09-06 14:42,Auto,Pending,Decision done for Underwriting,No,None,NA,High,Yes,Yes,479,NA,No,NA,Cleared,Hold,Yes,Notes for Underwriting,Yes,1,On Hold,2025-09-06 15:42,PDOC note for APP021,4050,2025-09-06 16:42,Inactive,Yes,DI note for APP021,2025-09-06 13:26,2025-09-06 14:42,76,4,Yes,Team B,2025-09-06 14:42,Escalation note for APP021,No
247,APP021,Loan,Partner,Underwriting,Escalated,2025-09-06 17:33,Team A,Escalated,Escalated done for Underwriting,No,Partial,NA,High,NA,NA,627,Yes,NA,NA,Rejected,Hold,Yes,Notes for Underwriting,Yes,0,Complete,2025-09-06 18:33,PDOC note for APP021,2911,2025-09-06 19:33,Active,Yes,DI note for APP021,2025-09-06 14:48,2025-09-06 17:33,165,9,No,System,2025-09-06 17:33,Escalation note for APP021,No
